link,type,status,latency_ms,bytes,content_type,broken
https://www.python.org/psf-landing,External,200,444.3055000156164,14019,text/html; charset=utf-8,False
https://www.python.org/psf-landing/,External,200,102.28279995499179,14019,text/html; charset=utf-8,False
https://github.com/pypi/warehouse/commit/1e5bf8e79a5d1b8be305681d118d7f22297454e2,External,200,837.3617000179365,256918,text/html; charset=utf-8,False
https://www.pypi.org/help/,Internal,200,355.05220002960414,87064,text/html; charset=UTF-8,False
https://pypi.org/project/requests/,External,200,313.3277999586426,3038,text/html; charset=utf-8,False
https://pypi.org/project/wheel/,External,200,320.91319997562096,3038,text/html; charset=utf-8,False
https://packaging.python.org/distributing/,External,200,1131.2232000054792,77001,text/html; charset=utf-8,False
https://packaging.python.org,External,200,237.92490002233535,35841,text/html; charset=utf-8,False
https://docs.pypi.org/project-management/yanking,External,200,1286.659299978055,40850,text/html; charset=utf-8,False
https://www.owasp.org/index.php/Credential_stuffing,External,404,631.5951000433415,47491,text/html; charset=utf-8,True
https://haveibeenpwned.com/API/v2,External,404,348.92959997523576,15145,text/html; charset=utf-8,True
https://pypi.org/account/request-password-reset/,External,200,385.3619000292383,27998,text/html; charset=UTF-8,False
https://en.wikipedia.org/wiki/Time-based_One-time_Password_algorithm,External,200,683.4925000439398,99260,text/html; charset=UTF-8,False
https://play.google.com/store/apps/details?id=com.google.android.apps.authenticator2,External,200,530.2241999888793,1340883,text/html; charset=utf-8,False
https://itunes.apple.com/app/google-authenticator/id388497605,External,200,2614.7576000075787,876319,text/html,False
https://www.microsoft.com/en-us/account/authenticator,External,200,4358.401399978902,148654,text/html; charset=utf-8,False
https://play.google.com/store/apps/details?id=com.duosecurity.duomobile,External,200,560.8697000425309,1324199,text/html; charset=utf-8,False
https://itunes.apple.com/app/duo-mobile/id422663827,External,200,1726.3919999822974,638854,text/html,False
https://authy.com/,External,200,1930.9301999746822,110185,text/html;charset=utf-8,False
https://play.google.com/store/apps/details?id=org.liberty.android.freeotpplus,External,200,510.6000999803655,1263353,text/html; charset=utf-8,False
https://freeotp.github.io/,External,200,370.8580000093207,3391,text/html; charset=utf-8,False
https://1password.com/,External,200,207.50009996118024,1156328,text/html; charset=utf-8,False
https://developer.mozilla.org/en-US/docs/Web/API/PublicKeyCredential,External,200,298.91429998679087,162677,text/html,False
https://fidoalliance.org/specifications/download/,External,200,588.5455999523401,405578,text/html; charset=UTF-8,False
https://www.yubico.com/,External,200,349.8781999805942,521989,text/html; charset=UTF-8,False
https://cloud.google.com/titan-security-key/,External,200,1235.5166000197642,2225663,text/html; charset=utf-8,False
https://thetis.io/,External,200,456.8710000021383,894638,text/html; charset=utf-8,False
https://fidoalliance.org/certification/fido-certified-products/,External,200,1512.764800048899,352671,text/html; charset=UTF-8,False
https://fidoalliance.org/news-your-google-android-7-phone-is-now-a-fido2-security-key/,External,200,990.042999968864,243170,text/html; charset=UTF-8,False
https://www.w3.org/TR/webauthn/,External,200,313.14719998044893,2801031,text/html; charset=utf-8,False
https://packaging.python.org/guides/distributing-packages-using-setuptools/,External,200,1023.9384999731556,77798,text/html; charset=utf-8,False
https://docs.travis-ci.com/user/deployment/pypi/,External,200,1483.490200014785,31477,text/html,False
https://docs.pypi.org/trusted-publishers/,External,200,376.4216999989003,40922,text/html; charset=utf-8,False
https://docs.pypi.org/api/,External,200,415.834299987182,49720,text/html; charset=utf-8,False
https://pypi.org/project/bandersnatch/,External,200,330.29610000085086,3038,text/html; charset=utf-8,False
https://docs.pypi.org/api/feeds/,External,200,424.9004000448622,40167,text/html; charset=utf-8,False
https://github.com/marketplace?category=dependency-management&query=python,External,200,992.3849999904633,529336,text/html; charset=utf-8,False
https://packaging.python.org/guides/analyzing-pypi-package-downloads/,External,200,1435.1032999693416,63027,text/html; charset=utf-8,False
https://libraries.io/pypi,External,200,4655.417200003285,23835,text/html; charset=utf-8,False
https://libraries.io/pypi/twine/,External,200,885.6511000194587,37920,text/html; charset=utf-8,False
https://libraries.io/api,External,200,2887.359899992589,7225626,text/html; charset=utf-8,False
https://github.com/librariesio/bibliothecary/issues/415,External,200,1288.2471000193618,246870,text/html; charset=utf-8,False
https://docs.libraries.io/overview,External,,10582.532800035551,0,,True
https://pypi.org/project/devpi/,External,200,353.8020999985747,3038,text/html; charset=utf-8,False
https://docs.python.org/3/library/index.html,External,200,472.6873000035994,73289,text/html,False
https://docutils.sourceforge.io/rst.html,External,200,1123.8042000331916,13174,text/html,False
https://packaging.python.org/guides/making-a-pypi-friendly-readme/,External,200,945.0876999762841,43697,text/html; charset=utf-8,False
https://docs.pypi.org/project-management/storage-limits/,External,200,481.2151999794878,46090,text/html; charset=utf-8,False
https://osv.dev/,External,200,1363.036099995952,39813,text/html; charset=utf-8,False
https://github.com/pypa/advisory-database,External,200,996.757700049784,286830,text/html; charset=utf-8,False
https://github.com/pypa/advisory-database/issues,External,200,905.2793000009842,291618,text/html; charset=utf-8,False
https://twine.readthedocs.io/,External,200,606.8498999811709,37495,text/html; charset=utf-8,False
https://github.com/pypa/.github/blob/main/CODE_OF_CONDUCT.md,External,200,748.921699996572,233034,text/html; charset=utf-8,False
https://github.com/pypi/support/issues/new?assignees=&labels=account-recovery&template=account-recovery.yml&title=Account+recovery+request,External,200,1015.2221999596804,48258,text/html; charset=utf-8,False
https://bugs.python.org/issue37426,External,200,1316.7073000222445,23549,text/html; charset=utf-8,False
https://mail.python.org/pipermail/python-announce-list/2018-April/011885.html,External,200,568.7487999675795,5561,text/html,False
https://pyfound.blogspot.com/2017/01/time-to-upgrade-your-python-tls-v12.html,External,200,1704.1151999728754,123424,text/html; charset=UTF-8,False
https://web.libera.chat/,External,200,2480.6941999704577,1107,text/html,False
https://github.com/pypa/packaging-problems/issues,External,200,1032.9318000003695,297907,text/html; charset=utf-8,False
https://discuss.python.org/c/packaging/14,External,200,1701.6110999975353,91357,text/html; charset=utf-8,False
https://en.wikipedia.org/wiki/Web_accessibility,External,200,868.5668000252917,462138,text/html; charset=UTF-8,False
https://github.com/pypi/warehouse/issues,External,200,1307.5951999635436,333769,text/html; charset=utf-8,False
https://status.python.org,External,200,667.3194000031799,208216,text/html; charset=utf-8,False
https://github.com/pypa/trove-classifiers/,External,200,969.2288000369444,281887,text/html; charset=utf-8,False
https://warehouse.pypa.io/,External,200,518.7631000299007,31337,text/html; charset=utf-8,False
https://www.pypa.io/,External,200,1204.5174000086263,12129,text/html; charset=utf-8,False
https://wiki.python.org/psf/PackagingWG,External,200,1790.3954000212252,104055,text/html,False
https://pyfound.blogspot.com/2019/03/commencing-security-accessibility-and.html,External,200,1595.418700017035,120341,text/html; charset=UTF-8,False
https://donate.pypi.org/,External,200,3196.5672999504022,135112,text/html; charset=UTF-8,False
https://warehouse.pypa.io/development/getting-started/,External,200,645.6642999546602,108243,text/html; charset=utf-8,False
https://github.com/pypi/warehouse/issues?q=is%3Aopen+is%3Aissue+label%3A%22good+first+issue%22,External,200,922.889799985569,240384,text/html; charset=utf-8,False
https://github.com/pypi/warehouse/milestones,External,200,867.7694000070915,240844,text/html; charset=utf-8,False
https://discuss.python.org/c/packaging,External,200,2499.542100005783,91357,text/html; charset=utf-8,False
https://mail.python.org/mailman3/lists/pypi-announce.python.org/,External,200,647.8208000189625,6433,text/html; charset=utf-8,False
https://blog.pypi.org/feed_rss_created.xml,External,200,985.3219999931753,216869,text/xml; charset=utf-8,False
https://api.fastly.com/public-ip-list,External,,186.95669999578968,0,,True
https://docs.fastly.com/en/guides/accessing-fastlys-ip-ranges,External,,227.25899994838983,0,,True
https://pypy.org/,External,200,417.76679997565225,8595,text/html; charset=utf-8,False
https://docs.python.org,External,200,389.64649999979883,19641,text/html,False
https://python.org/,External,200,366.6920000105165,11707,text/html; charset=utf-8,False
https://python.org/community/,External,200,168.43339998740703,8121,text/html; charset=utf-8,False
https://pypa.io,External,200,1189.7113000159152,12129,text/html; charset=utf-8,False
https://www.pypi.org/account/login/?next=https%3A%2F%2Fpypi.org%2F,Internal,200,585.3645000024699,29429,text/html; charset=UTF-8,False
https://www.pypi.org/account/register/,Internal,200,872.8546000202186,35048,text/html; charset=UTF-8,False
https://www.pypi.org/search/,Internal,200,419.698600017,3038,text/html; charset=utf-8,False
https://www.pypi.org/organizations/,Internal,200,1055.037300044205,30144,text/html; charset=UTF-8,False
https://docs.pypi.org/organization-accounts/,External,200,149.31830001296476,38893,text/html; charset=utf-8,False
https://www.pypi.org/stats/,Internal,200,416.63360001984984,37480,text/html; charset=UTF-8,False
https://docs.pypi.org/api/bigquery/,External,200,389.969400013797,40138,text/html; charset=utf-8,False
https://p.datadoghq.com/sb/7dc8b3250-85dcf667bd,External,200,1067.5296999979764,5326,text/html,False
https://pypistats.org/,External,200,976.3406999991275,2675,text/html; charset=utf-8,False
https://deps.dev/,External,200,362.5914999865927,1308,text/html; charset=utf-8,False
https://clickpy.clickhouse.com/,External,200,304.6157999779098,52887,text/html; charset=utf-8,False
https://github.com/pypi/warehouse/commit/4e5b9b698ee65ae1b00b94c5d4808eabbec81bb9,External,200,862.5846999930218,277117,text/html; charset=utf-8,False
https://www.pypi.org/trademarks/,Internal,200,797.1344999969006,28127,text/html; charset=UTF-8,False
https://www.pypi.org/sponsors/,Internal,200,1934.3560000415891,83008,text/html; charset=UTF-8,False
https://pyfound.blogspot.com/2017/11/the-psf-awarded-moss-grant-pypi.html,External,200,1646.6110000037588,123699,text/html; charset=UTF-8,False
https://www.mozilla.org/en-US/moss/,External,200,714.0729000093415,66841,text/html; charset=utf-8,False
https://www.opentech.fund/results/supported-projects/pypi-improvements/,External,200,1255.8886999613605,134695,text/html; charset=UTF-8,False
http://pyfound.blogspot.com/2018/12/upcoming-pypi-improvements-for-2019.html,External,200,1950.5264000035822,135172,text/html; charset=UTF-8,False
https://research.fb.com/,External,200,3374.4276000070386,92788,"text/html; charset=""utf-8""",False
